,StudentID,assignment,grade,section
154,1175371,1-SHA256,80.0,SP23-Wednesday
155,1175371,2-ECC Curve,70.0,SP23-Wednesday
156,1175371,3-Wallet,100.0,SP23-Wednesday
157,1175371,4-PayUB,100.0,SP23-Wednesday
158,1175371,5-myID,100.0,SP23-Wednesday
159,1175371,6-  Mid Term,100.0,SP23-Wednesday
160,1175371,7-Practice Quiz,16.0,SP23-Wednesday
161,1171127,1-SHA256,80.0,SP23-Wednesday
162,1171127,2-ECC Curve,70.0,SP23-Wednesday
163,1171127,3-Wallet,100.0,SP23-Wednesday
164,1171127,4-PayUB,100.0,SP23-Wednesday
165,1171127,5-myID,100.0,SP23-Wednesday
166,1171127,6-  Mid Term,100.0,SP23-Wednesday
167,1171127,7-Practice Quiz,16.0,SP23-Wednesday
168,1181220,1-SHA256,80.0,SP23-Monday
169,1181220,2-ECC Curve,70.0,SP23-Monday
170,1181220,3-Wallet,100.0,SP23-Monday
171,1181220,4-PayUB,75.0,SP23-Monday
172,1181220,5-myID,100.0,SP23-Monday
173,1181220,6-  Mid Term,100.0,SP23-Monday
174,1181220,7-Practice Quiz,15.0,SP23-Monday
175,1181220,8-Mid Term Quiz,18.0,SP23-Monday
176,1166578,1-SHA256,100.0,SP23-Monday
177,1166578,2-ECC Curve,100.0,SP23-Monday
178,1166578,3-Wallet,100.0,SP23-Monday
179,1166578,4-PayUB,100.0,SP23-Monday
180,1166578,5-myID,100.0,SP23-Monday
181,1166578,6-  Mid Term,100.0,SP23-Monday
182,1166578,7-Practice Quiz,16.0,SP23-Monday
183,1166578,8-Mid Term Quiz,17.0,SP23-Monday
184,1170871,1-SHA256,100.0,SP23-Monday
185,1170871,2-ECC Curve,70.0,SP23-Monday
186,1170871,3-Wallet,100.0,SP23-Monday
187,1170871,4-PayUB,100.0,SP23-Monday
188,1170871,5-myID,100.0,SP23-Monday
189,1170871,6-  Mid Term,95.0,SP23-Monday
190,1170871,7-Practice Quiz,16.0,SP23-Monday
191,1170871,8-Mid Term Quiz,16.0,SP23-Monday
192,1172527,1-SHA256,80.0,SP23-Wednesday
193,1172527,2-ECC Curve,70.0,SP23-Wednesday
194,1172527,3-Wallet,100.0,SP23-Wednesday
195,1172527,4-PayUB,100.0,SP23-Wednesday
196,1172527,5-myID,100.0,SP23-Wednesday
197,1172527,6-  Mid Term,100.0,SP23-Wednesday
198,1172527,7-Practice Quiz,16.0,SP23-Wednesday
199,1170095,1-SHA256,95.0,SP23-Monday
200,1170095,2-ECC Curve,70.0,SP23-Monday
201,1170095,3-Wallet,100.0,SP23-Monday
202,1170095,4-PayUB,100.0,SP23-Monday
203,1170095,5-myID,100.0,SP23-Monday
204,1170095,6-  Mid Term,95.0,SP23-Monday
205,1170095,7-Practice Quiz,16.0,SP23-Monday
206,1170095,8-Mid Term Quiz,19.0,SP23-Monday
207,1164708,1-SHA256,95.0,SP23-Monday
208,1164708,2-ECC Curve,70.0,SP23-Monday
209,1164708,3-Wallet,100.0,SP23-Monday
210,1164708,4-PayUB,100.0,SP23-Monday
211,1164708,5-myID,100.0,SP23-Monday
212,1164708,6-  Mid Term,100.0,SP23-Monday
213,1164708,7-Practice Quiz,16.0,SP23-Monday
214,1164708,8-Mid Term Quiz,19.0,SP23-Monday
215,1167640,1-SHA256,100.0,SP23-Monday
216,1167640,2-ECC Curve,70.0,SP23-Monday
217,1167640,3-Wallet,100.0,SP23-Monday
218,1167640,4-PayUB,100.0,SP23-Monday
219,1167640,5-myID,100.0,SP23-Monday
220,1167640,6-  Mid Term,100.0,SP23-Monday
221,1167640,7-Practice Quiz,16.0,SP23-Monday
222,1167640,8-Mid Term Quiz,18.0,SP23-Monday
223,1170006,1-SHA256,80.0,SP23-Wednesday
224,1170006,2-ECC Curve,70.0,SP23-Wednesday
225,1170006,3-Wallet,100.0,SP23-Wednesday
226,1170006,4-PayUB,100.0,SP23-Wednesday
227,1170006,5-myID,100.0,SP23-Wednesday
228,1170006,6-  Mid Term,100.0,SP23-Wednesday
229,1170006,7-Practice Quiz,16.0,SP23-Wednesday
230,1149285,1-SHA256,90.0,SP23-Wednesday
231,1149285,7-Practice Quiz,16.0,SP23-Wednesday
232,1176660,1-SHA256,11.0,SP23-Wednesday
233,1176660,2-ECC Curve,11.0,SP23-Wednesday
234,1176660,3-Wallet,100.0,SP23-Wednesday
235,1176660,4-PayUB,100.0,SP23-Wednesday
236,1176660,5-myID,100.0,SP23-Wednesday
237,1176660,6-  Mid Term,100.0,SP23-Wednesday
238,1176660,7-Practice Quiz,16.0,SP23-Wednesday
239,1166690,1-SHA256,100.0,SP23-Monday
240,1166690,2-ECC Curve,100.0,SP23-Monday
241,1166690,3-Wallet,100.0,SP23-Monday
242,1166690,4-PayUB,100.0,SP23-Monday
243,1166690,5-myID,100.0,SP23-Monday
244,1166690,6-  Mid Term,100.0,SP23-Monday
245,1166690,7-Practice Quiz,16.0,SP23-Monday
246,1166690,8-Mid Term Quiz,18.0,SP23-Monday
247,1170868,1-SHA256,100.0,SP23-Monday
248,1170868,2-ECC Curve,70.0,SP23-Monday
249,1170868,3-Wallet,100.0,SP23-Monday
250,1170868,4-PayUB,75.0,SP23-Monday
251,1170868,5-myID,80.0,SP23-Monday
252,1170868,6-  Mid Term,75.0,SP23-Monday
253,1170868,7-Practice Quiz,16.0,SP23-Monday
254,1170868,8-Mid Term Quiz,18.0,SP23-Monday
255,1183155,1-SHA256,80.0,SP23-Wednesday
256,1183155,2-ECC Curve,70.0,SP23-Wednesday
257,1183155,3-Wallet,100.0,SP23-Wednesday
258,1183155,4-PayUB,100.0,SP23-Wednesday
259,1183155,5-myID,100.0,SP23-Wednesday
260,1183155,6-  Mid Term,100.0,SP23-Wednesday
261,1183155,7-Practice Quiz,16.0,SP23-Wednesday
262,1168808,1-SHA256,100.0,SP23-Monday
263,1168808,2-ECC Curve,100.0,SP23-Monday
264,1168808,3-Wallet,100.0,SP23-Monday
265,1168808,4-PayUB,100.0,SP23-Monday
266,1168808,5-myID,100.0,SP23-Monday
267,1168808,6-  Mid Term,95.0,SP23-Monday
268,1168808,7-Practice Quiz,16.0,SP23-Monday
269,1168808,8-Mid Term Quiz,19.0,SP23-Monday
270,1153322,1-SHA256,100.0,SP23-Wednesday
271,1153322,2-ECC Curve,70.0,SP23-Wednesday
272,1153322,3-Wallet,100.0,SP23-Wednesday
273,1153322,4-PayUB,95.0,SP23-Wednesday
274,1153322,5-myID,95.0,SP23-Wednesday
275,1153322,6-  Mid Term,100.0,SP23-Wednesday
276,1153322,7-Practice Quiz,16.0,SP23-Wednesday
277,1074242,1-SHA256,100.0,SP23-Wednesday
278,1074242,3-Wallet,100.0,SP23-Wednesday
279,1074242,4-PayUB,100.0,SP23-Wednesday
280,1074242,5-myID,100.0,SP23-Wednesday
281,1074242,6-  Mid Term,100.0,SP23-Wednesday
282,1074242,7-Practice Quiz,16.0,SP23-Wednesday
283,1171964,1-SHA256,100.0,SP23-Monday
284,1171964,2-ECC Curve,70.0,SP23-Monday
285,1171964,3-Wallet,100.0,SP23-Monday
286,1171964,4-PayUB,100.0,SP23-Monday
287,1171964,5-myID,100.0,SP23-Monday
288,1171964,6-  Mid Term,95.0,SP23-Monday
289,1171964,7-Practice Quiz,16.0,SP23-Monday
290,1171964,8-Mid Term Quiz,18.0,SP23-Monday
291,1183883,1-SHA256,90.0,SP23-Monday
292,1183883,2-ECC Curve,70.0,SP23-Monday
293,1183883,3-Wallet,100.0,SP23-Monday
294,1183883,4-PayUB,100.0,SP23-Monday
295,1183883,5-myID,100.0,SP23-Monday
296,1183883,6-  Mid Term,95.0,SP23-Monday
297,1183883,7-Practice Quiz,16.0,SP23-Monday
298,1183883,8-Mid Term Quiz,17.0,SP23-Monday
299,1168891,None-None,,SP23-Wednesday
300,1168474,1-SHA256,80.0,SP23-Wednesday
301,1168474,2-ECC Curve,70.0,SP23-Wednesday
302,1168474,3-Wallet,100.0,SP23-Wednesday
303,1168474,4-PayUB,95.0,SP23-Wednesday
304,1168474,5-myID,95.0,SP23-Wednesday
305,1168474,6-  Mid Term,100.0,SP23-Wednesday
306,1168474,7-Practice Quiz,16.0,SP23-Wednesday
307,1167670,1-SHA256,80.0,SP23-Wednesday
308,1167670,2-ECC Curve,70.0,SP23-Wednesday
309,1167670,3-Wallet,100.0,SP23-Wednesday
310,1167670,4-PayUB,95.0,SP23-Wednesday
311,1167670,5-myID,95.0,SP23-Wednesday
312,1167670,6-  Mid Term,100.0,SP23-Wednesday
313,1167670,7-Practice Quiz,16.0,SP23-Wednesday
314,1165934,1-SHA256,90.0,SP23-Wednesday
315,1165934,2-ECC Curve,70.0,SP23-Wednesday
316,1165934,3-Wallet,100.0,SP23-Wednesday
317,1165934,4-PayUB,70.0,SP23-Wednesday
318,1165934,5-myID,95.0,SP23-Wednesday
319,1165934,6-  Mid Term,100.0,SP23-Wednesday
320,1165934,7-Practice Quiz,16.0,SP23-Wednesday
321,1179119,1-SHA256,100.0,SP23-Monday
322,1179119,2-ECC Curve,100.0,SP23-Monday
323,1179119,3-Wallet,100.0,SP23-Monday
324,1179119,4-PayUB,100.0,SP23-Monday
325,1179119,5-myID,100.0,SP23-Monday
326,1179119,6-  Mid Term,95.0,SP23-Monday
327,1179119,7-Practice Quiz,16.0,SP23-Monday
328,1179119,8-Mid Term Quiz,17.0,SP23-Monday
329,1167792,1-SHA256,80.0,SP23-Wednesday
330,1167792,2-ECC Curve,70.0,SP23-Wednesday
331,1167792,3-Wallet,100.0,SP23-Wednesday
332,1167792,4-PayUB,100.0,SP23-Wednesday
333,1167792,5-myID,100.0,SP23-Wednesday
334,1167792,6-  Mid Term,100.0,SP23-Wednesday
335,1167792,7-Practice Quiz,16.0,SP23-Wednesday
336,1163368,1-SHA256,80.0,SP23-Wednesday
337,1163368,2-ECC Curve,70.0,SP23-Wednesday
338,1163368,3-Wallet,100.0,SP23-Wednesday
339,1163368,4-PayUB,95.0,SP23-Wednesday
340,1163368,5-myID,95.0,SP23-Wednesday
341,1163368,6-  Mid Term,100.0,SP23-Wednesday
342,1163368,7-Practice Quiz,16.0,SP23-Wednesday
343,1165503,1-SHA256,80.0,SP23-Wednesday
344,1165503,2-ECC Curve,70.0,SP23-Wednesday
345,1165503,3-Wallet,100.0,SP23-Wednesday
346,1165503,4-PayUB,95.0,SP23-Wednesday
347,1165503,5-myID,95.0,SP23-Wednesday
348,1165503,6-  Mid Term,100.0,SP23-Wednesday
349,1165503,7-Practice Quiz,16.0,SP23-Wednesday
350,1174310,1-SHA256,11.0,SP23-Monday
351,1174310,2-ECC Curve,70.0,SP23-Monday
352,1174310,3-Wallet,100.0,SP23-Monday
353,1174310,4-PayUB,70.0,SP23-Monday
354,1174310,5-myID,75.0,SP23-Monday
355,1174310,6-  Mid Term,95.0,SP23-Monday
356,1174310,7-Practice Quiz,15.0,SP23-Monday
357,1174310,8-Mid Term Quiz,19.0,SP23-Monday
358,1162133,1-SHA256,100.0,SP23-Wednesday
359,1162133,2-ECC Curve,70.0,SP23-Wednesday
360,1162133,3-Wallet,100.0,SP23-Wednesday
361,1162133,4-PayUB,70.0,SP23-Wednesday
362,1162133,5-myID,95.0,SP23-Wednesday
363,1162133,6-  Mid Term,100.0,SP23-Wednesday
364,1162133,7-Practice Quiz,16.0,SP23-Wednesday
365,1168853,1-SHA256,80.0,SP23-Wednesday
366,1168853,2-ECC Curve,70.0,SP23-Wednesday
367,1168853,3-Wallet,100.0,SP23-Wednesday
368,1168853,4-PayUB,75.0,SP23-Wednesday
369,1168853,5-myID,100.0,SP23-Wednesday
370,1168853,6-  Mid Term,100.0,SP23-Wednesday
371,1168853,7-Practice Quiz,16.0,SP23-Wednesday
372,1168853,9-Rent Car,0.0,SP23-Wednesday
373,1168853,10-Student ID,100.0,SP23-Wednesday
374,1166566,1-SHA256,80.0,SP23-Wednesday
375,1166566,2-ECC Curve,70.0,SP23-Wednesday
376,1166566,3-Wallet,100.0,SP23-Wednesday
377,1166566,4-PayUB,95.0,SP23-Wednesday
378,1166566,5-myID,95.0,SP23-Wednesday
379,1166566,6-  Mid Term,100.0,SP23-Wednesday
380,1166566,7-Practice Quiz,16.0,SP23-Wednesday
381,1173717,1-SHA256,100.0,SP23-Wednesday
382,1173717,2-ECC Curve,100.0,SP23-Wednesday
383,1173717,3-Wallet,100.0,SP23-Wednesday
384,1173717,4-PayUB,100.0,SP23-Wednesday
385,1173717,5-myID,100.0,SP23-Wednesday
386,1173717,6-  Mid Term,100.0,SP23-Wednesday
387,1173717,7-Practice Quiz,16.0,SP23-Wednesday
388,1175155,1-SHA256,80.0,SP23-Wednesday
389,1175155,2-ECC Curve,70.0,SP23-Wednesday
390,1175155,3-Wallet,100.0,SP23-Wednesday
391,1175155,4-PayUB,95.0,SP23-Wednesday
392,1175155,5-myID,95.0,SP23-Wednesday
393,1175155,6-  Mid Term,100.0,SP23-Wednesday
394,1175155,7-Practice Quiz,16.0,SP23-Wednesday
395,1076057,1-SHA256,100.0,SP23-Wednesday
396,1076057,3-Wallet,100.0,SP23-Wednesday
397,1076057,4-PayUB,100.0,SP23-Wednesday
398,1076057,5-myID,100.0,SP23-Wednesday
399,1076057,6-  Mid Term,100.0,SP23-Wednesday
400,1076057,7-Practice Quiz,16.0,SP23-Wednesday
401,1174766,1-SHA256,100.0,SP23-Wednesday
402,1174766,2-ECC Curve,70.0,SP23-Wednesday
403,1174766,3-Wallet,100.0,SP23-Wednesday
404,1174766,4-PayUB,100.0,SP23-Wednesday
405,1174766,5-myID,100.0,SP23-Wednesday
406,1174766,6-  Mid Term,100.0,SP23-Wednesday
407,1174766,7-Practice Quiz,16.0,SP23-Wednesday
408,1171294,1-SHA256,100.0,SP23-Wednesday
409,1171294,2-ECC Curve,70.0,SP23-Wednesday
410,1171294,3-Wallet,100.0,SP23-Wednesday
411,1171294,4-PayUB,100.0,SP23-Wednesday
412,1171294,5-myID,100.0,SP23-Wednesday
413,1171294,6-  Mid Term,100.0,SP23-Wednesday
414,1171294,7-Practice Quiz,16.0,SP23-Wednesday
415,1171100,1-SHA256,100.0,SP23-Wednesday
416,1171100,2-ECC Curve,70.0,SP23-Wednesday
417,1171100,3-Wallet,100.0,SP23-Wednesday
418,1171100,4-PayUB,100.0,SP23-Wednesday
419,1171100,5-myID,100.0,SP23-Wednesday
420,1171100,6-  Mid Term,100.0,SP23-Wednesday
421,1171100,7-Practice Quiz,16.0,SP23-Wednesday
422,1169411,1-SHA256,80.0,SP23-Wednesday
423,1169411,2-ECC Curve,70.0,SP23-Wednesday
424,1169411,3-Wallet,100.0,SP23-Wednesday
425,1169411,4-PayUB,100.0,SP23-Wednesday
426,1169411,5-myID,100.0,SP23-Wednesday
427,1169411,6-  Mid Term,100.0,SP23-Wednesday
428,1169411,7-Practice Quiz,16.0,SP23-Wednesday
429,1166870,1-SHA256,100.0,SP23-Wednesday
430,1166870,2-ECC Curve,70.0,SP23-Wednesday
431,1166870,3-Wallet,100.0,SP23-Wednesday
432,1166870,4-PayUB,100.0,SP23-Wednesday
433,1166870,5-myID,100.0,SP23-Wednesday
434,1166870,6-  Mid Term,100.0,SP23-Wednesday
435,1166870,7-Practice Quiz,16.0,SP23-Wednesday
436,1120123,1-SHA256,80.0,SP23-Monday
437,1120123,2-ECC Curve,70.0,SP23-Monday
438,1120123,3-Wallet,100.0,SP23-Monday
439,1120123,4-PayUB,100.0,SP23-Monday
440,1120123,5-myID,100.0,SP23-Monday
441,1120123,6-  Mid Term,80.0,SP23-Monday
442,1120123,7-Practice Quiz,8.0,SP23-Monday
443,1120123,8-Mid Term Quiz,11.0,SP23-Monday
444,1166493,1-SHA256,100.0,SP23-Wednesday
445,1166493,2-ECC Curve,70.0,SP23-Wednesday
446,1166493,3-Wallet,100.0,SP23-Wednesday
447,1166493,4-PayUB,100.0,SP23-Wednesday
448,1166493,5-myID,100.0,SP23-Wednesday
449,1166493,6-  Mid Term,100.0,SP23-Wednesday
450,1166493,7-Practice Quiz,9.0,SP23-Wednesday
451,1172779,1-SHA256,100.0,SP23-Wednesday
452,1172779,2-ECC Curve,70.0,SP23-Wednesday
453,1172779,3-Wallet,100.0,SP23-Wednesday
454,1172779,4-PayUB,75.0,SP23-Wednesday
455,1172779,5-myID,80.0,SP23-Wednesday
456,1172779,6-  Mid Term,100.0,SP23-Wednesday
457,1172779,7-Practice Quiz,16.0,SP23-Wednesday
458,1170787,1-SHA256,80.0,SP23-Wednesday
459,1170787,2-ECC Curve,70.0,SP23-Wednesday
460,1170787,3-Wallet,100.0,SP23-Wednesday
461,1170787,4-PayUB,75.0,SP23-Wednesday
462,1170787,5-myID,80.0,SP23-Wednesday
463,1170787,6-  Mid Term,100.0,SP23-Wednesday
464,1170787,7-Practice Quiz,15.0,SP23-Wednesday
465,1167594,1-SHA256,100.0,SP23-Monday
466,1167594,2-ECC Curve,70.0,SP23-Monday
467,1167594,3-Wallet,100.0,SP23-Monday
468,1167594,4-PayUB,100.0,SP23-Monday
469,1167594,5-myID,100.0,SP23-Monday
470,1167594,6-  Mid Term,100.0,SP23-Monday
471,1167594,7-Practice Quiz,16.0,SP23-Monday
472,1167594,8-Mid Term Quiz,18.0,SP23-Monday
473,1167594,9-Rent Car,100.0,SP23-Monday
474,1167594,10-Student ID,100.0,SP23-Monday
475,1166503,1-SHA256,80.0,SP23-Wednesday
476,1166503,2-ECC Curve,70.0,SP23-Wednesday
477,1166503,3-Wallet,100.0,SP23-Wednesday
478,1166503,4-PayUB,100.0,SP23-Wednesday
479,1166503,5-myID,100.0,SP23-Wednesday
480,1166503,6-  Mid Term,100.0,SP23-Wednesday
481,1166503,7-Practice Quiz,16.0,SP23-Wednesday
482,1151158,1-SHA256,80.0,SP23-Monday
483,1151158,2-ECC Curve,70.0,SP23-Monday
484,1151158,3-Wallet,100.0,SP23-Monday
485,1151158,4-PayUB,75.0,SP23-Monday
486,1151158,5-myID,100.0,SP23-Monday
487,1151158,6-  Mid Term,95.0,SP23-Monday
488,1151158,7-Practice Quiz,16.0,SP23-Monday
489,1170886,1-SHA256,80.0,SP23-Wednesday
490,1170886,2-ECC Curve,70.0,SP23-Wednesday
491,1170886,3-Wallet,100.0,SP23-Wednesday
492,1170886,4-PayUB,75.0,SP23-Wednesday
493,1170886,5-myID,80.0,SP23-Wednesday
494,1170886,6-  Mid Term,100.0,SP23-Wednesday
495,1170886,7-Practice Quiz,16.0,SP23-Wednesday
496,1172360,1-SHA256,80.0,SP23-Wednesday
497,1172360,2-ECC Curve,70.0,SP23-Wednesday
498,1172360,3-Wallet,100.0,SP23-Wednesday
499,1172360,4-PayUB,100.0,SP23-Wednesday
500,1172360,5-myID,100.0,SP23-Wednesday
501,1172360,6-  Mid Term,100.0,SP23-Wednesday
502,1172360,7-Practice Quiz,16.0,SP23-Wednesday
503,1166571,1-SHA256,80.0,SP23-Wednesday
504,1166571,2-ECC Curve,70.0,SP23-Wednesday
505,1166571,3-Wallet,100.0,SP23-Wednesday
506,1166571,4-PayUB,70.0,SP23-Wednesday
507,1166571,5-myID,95.0,SP23-Wednesday
508,1166571,6-  Mid Term,100.0,SP23-Wednesday
509,1166571,7-Practice Quiz,16.0,SP23-Wednesday
510,1166203,1-SHA256,80.0,SP23-Monday
511,1166203,2-ECC Curve,70.0,SP23-Monday
512,1166203,3-Wallet,100.0,SP23-Monday
513,1166203,4-PayUB,75.0,SP23-Monday
514,1166203,5-myID,100.0,SP23-Monday
515,1166203,6-  Mid Term,95.0,SP23-Monday
516,1166203,7-Practice Quiz,16.0,SP23-Monday
